,Topic,Timepoint,Words,Scores
116,0,2007,annotation,0.0017200211295858026
117,0,2007,matrix,0.001715013524517417
118,0,2007,algorithm,0.0016349508659914136
119,0,2007,human,0.0016266112215816975
120,0,2008,that,0.0031006690114736557
121,0,2008,information,0.002848671516403556
122,0,2008,binding,0.0024984884075820446
123,0,2008,proteins,0.0022000386379659176
124,0,2008,this,0.0020392590668052435
125,0,2008,size,0.001952150254510343
126,0,2008,time,0.0019117702031508088
127,0,2008,dna,0.001762971980497241
128,0,2008,structure,0.0016841803444549441
129,0,2008,site,0.001653179177083075
130,0,2009,species,0.0031451822724193335
131,0,2009,data,0.002265567658469081
132,0,2009,trim,0.0022627906873822212
133,0,2009,interactions,0.0021819882094860077
134,0,2009,time,0.0020265330094844103
135,0,2009,are,0.0020076155196875334
136,0,2009,proceedings,0.0019214891362935305
137,0,2009,with,0.0019113048911094666
138,0,2009,models,0.0018265842227265239
139,0,2009,genome,0.0018069434445351362
140,0,2010,interactions,0.0019148658029735088
141,0,2010,state,0.0018064831383526325
142,0,2010,algorithm,0.0017755283042788506
143,0,2010,different,0.0017639081925153732
144,0,2010,system,0.0015716713387519121
145,0,2010,class,0.0015699865762144327
146,0,2010,time,0.0015368262538686395
147,0,2010,rna,0.0015343021368607879
148,0,2010,well,0.0014346877578645945
149,0,2010,sub,0.001414198544807732
150,0,2011,plo,0.0026005443651229143
151,0,2011,table,0.0016373246908187866
152,0,2011,test,0.0016258074901998043
153,0,2011,snp,0.0016234213253483176
154,0,2011,individuals,0.0016155977500602603
155,0,2011,would,0.0016138842329382896
156,0,2011,algorithm,0.0015124328201636672
157,0,2011,fig,0.0015095322160050273
158,0,2011,cell,0.0015030351933091879
159,0,2011,sequencing,0.0014905453426763415
160,0,2012,drug,0.003957351669669151
161,0,2012,proteins,0.0033205589279532433
162,0,2012,interactions,0.0031063894275575876
163,0,2012,different,0.0027737105265259743
164,0,2012,table,0.00253497576341033
165,0,2012,value,0.002322789281606674
166,0,2012,disordered,0.002211006125435233
167,0,2012,high,0.0020974287763237953
168,0,2012,terms,0.002093521412461996
169,0,2012,harm,0.001767327543348074
170,0,2013,tree,0.0049242014065384865
171,0,2013,drug,0.003858305513858795
172,0,2013,trees,0.0022406140342354774
173,0,2013,snp,0.0021072071976959705
174,0,2013,target,0.001987059600651264
175,0,2013,drugs,0.0018345105927437544
176,0,2013,subtree,0.001818865886889398
177,0,2013,given,0.0016983392415568233
178,0,2013,regions,0.0016958315391093493
179,0,2013,shown,0.0016946994001045823
180,0,2014,samples,0.002698741387575865
181,0,2014,cancer,0.0020911716856062412
182,0,2014,tumor,0.0020473471377044916
183,0,2014,cell,0.0019583741668611765
184,0,2014,type,0.0019564200192689896
185,0,2014,drug,0.0018919578287750483
186,0,2014,mutations,0.0018471434013918042
187,0,2014,feature,0.0018419623374938965
188,0,2014,use,0.0016320577124133706
189,0,2014,plo,0.0016248871106654406
190,0,2015,data,0.0023277585860341787
191,0,2015,values,0.0023193340748548508
192,0,2015,disease,0.002264886861667037
193,0,2015,interaction,0.002111668698489666
194,0,2015,cancer,0.0020442784298211336
195,0,2015,different,0.001998706953600049
196,0,2015,non,0.0016755940159782767
197,0,2015,interactions,0.001673797145485878
198,0,2015,high,0.0016646137228235602
199,0,2015,pairs,0.0016478903125971556
200,0,2016,different,0.0021254869643598795
201,0,2016,tests,0.0019924486987292767
202,0,2016,use,0.001953893108293414
203,0,2016,class,0.0019464475335553288
204,0,2016,clinical,0.0017982223071157932
205,0,2016,associated,0.0015994200948625803
206,0,2016,disease,0.001544080674648285
207,0,2016,non,0.0015144416829571128
208,0,2016,table,0.0015142261981964111
209,0,2016,drug,0.0014241039752960205
210,0,2017,values,0.0022732228972017765
211,0,2017,cancer,0.0020218570716679096
212,0,2017,value,0.0018187685636803508
213,0,2017,fig,0.0017270129173994064
214,0,2017,patients,0.001681533525697887
215,0,2017,data,0.0015747548313811421
216,0,2017,first,0.0015625085216015577
217,0,2017,associated,0.0015606078086420894
218,0,2017,different,0.0015447146724909544
219,0,2017,models,0.0014336652820929885
220,0,2018,features,0.0024640532210469246
221,0,2018,was,0.00218488578684628
222,0,2018,high,0.0018369348254054785
223,0,2018,patient,0.0017624079482629895
224,0,2018,different,0.0015965915517881513
225,0,2018,patients,0.001584459561854601
226,0,2018,fig,0.0015675568720325828
227,0,2018,within,0.001554420799948275
228,0,2018,related,0.0014493974158540368
229,0,2018,cell,0.001436786144040525
230,0,2019,cell,0.0028715061489492655
231,0,2019,performance,0.0028419140726327896
232,0,2019,features,0.00228289351798594
233,0,2019,different,0.0018512816168367863
234,0,2019,cells,0.0018146376824006438
235,0,2019,fig,0.0017645746702328324
236,0,2019,seq,0.001609117491170764
237,0,2019,non,0.0015404673758894205
238,0,2019,patient,0.0014691305113956332
239,0,2019,data,0.0014613334788009524
240,0,2020,features,0.0025582320522516966
241,0,2020,fig,0.002194734523072839
242,0,2020,time,0.0020391647703945637
243,0,2020,mutation,0.0019508840050548315
244,0,2020,samples,0.0019448251696303487
245,0,2020,patient,0.001898289890959859
246,0,2020,cancer,0.0017773073632270098
247,0,2020,first,0.001737940707243979
248,0,2020,class,0.0016863466007634997
249,0,2020,prediction,0.0016614082269370556
250,0,2021,cancer,0.0030631402041763067
251,0,2021,data,0.002256112638860941
252,0,2021,samples,0.002094984520226717
253,0,2021,features,0.0019740096759051085
254,0,2021,cov,0.0019341533770784736
255,0,2021,high,0.0018107282230630517
256,0,2021,ovid,0.0017915986245498061
257,0,2021,drug,0.0016992413438856602
258,0,2021,use,0.001681533525697887
259,0,2021,patient,0.001564424834214151
260,0,2022,cell,0.0036716158501803875
261,0,2022,disease,0.002459085313603282
262,0,2022,models,0.002438131021335721
263,0,2022,graph,0.002425549319013953
264,0,2022,performance,0.0023536861408501863
265,0,2022,cancer,0.002219519345089793
266,0,2022,single,0.0021133122500032187
267,0,2022,level,0.0020074991043657064
268,0,2022,fig,0.0019297258695587516
269,0,2022,cells,0.0019200330134481192
270,0,2023,models,0.003115680767223239
271,0,2023,performance,0.0030269217677414417
272,0,2023,features,0.0024332592729479074
273,0,2023,graph,0.0022338677663356066
274,0,2023,risk,0.0020299027673900127
275,0,2023,prediction,0.0019557492341846228
276,0,2023,table,0.001851086737588048
277,0,2023,different,0.001677701366133988
278,0,2023,high,0.0016758772544562817
279,0,2023,use,0.0016749213682487607
280,0,2024,models,0.002219666726887226
281,0,2024,performance,0.0020386131945997477
282,0,2024,cancer,0.0018577976152300835
283,0,2024,data,0.001828181790187955
284,0,2024,different,0.001778809237293899
285,0,2024,features,0.0017604923341423273
286,0,2024,samples,0.0017457487992942333
287,0,2024,drug,0.001727176597341895
288,0,2024,cell,0.0017191865481436253
289,0,2024,sub,0.0016910997219383717
290,1,1996,structure,0.0029505451675504446
291,1,1996,sequences,0.002331240801140666
292,1,1996,system,0.002008349634706974
293,1,1996,site,0.0019872572738677263
294,1,1996,proteins,0.001894017681479454
295,1,1996,given,0.0017878168728202581
296,1,1996,alignment,0.0017768240068107843
297,1,1996,solvent,0.001765974797308445
298,1,1996,molecular,0.0016927511896938086
299,1,1996,algorithm,0.0015815895749256015
300,1,1997,amino,0.0036551288794726133
301,1,1997,sequences,0.0029624486342072487
302,1,1997,that,0.0029298735316842794
303,1,1997,alignments,0.00291907018981874
304,1,1997,surface,0.0024453343357890844
305,1,1997,interactions,0.0024375529028475285
306,1,1997,molecular,0.0022205563727766275
307,1,1997,thus,0.0022042938508093357
308,1,1997,chain,0.0022006777580827475
309,1,1997,atom,0.002196641406044364
310,1,1998,information,0.003125455928966403
311,1,1998,site,0.0023159589618444443
312,1,1998,sequences,0.0017147958278656006
313,1,1998,pro,0.0016609574668109417
314,1,1998,length,0.0016523676458746195
315,1,1998,data,0.0016425984213128686
316,1,1998,system,0.0016145094996318221
317,1,1998,that,0.0015984048368409276
318,1,1998,function,0.0015983242774382234
319,1,1998,class,0.0015882860170677304
320,1,1999,sequences,0.0036011708434671164
321,1,1999,topo,0.0026522460393607616
322,1,1999,structure,0.002401002449914813
323,1,1999,time,0.0022257596720010042
324,1,1999,information,0.002078642603009939
325,1,1999,function,0.0019070310518145561
326,1,1999,with,0.0017031226307153702
327,1,1999,given,0.0016102507943287492
328,1,1999,length,0.0015259204665198922
329,1,1999,alignment,0.001454681740142405
330,1,2000,structure,0.003567503532394767
331,1,2000,table,0.0020581006538122892
332,1,2000,function,0.0020557106472551823
333,1,2000,database,0.002024610759690404
334,1,2000,cell,0.0018931622616946697
335,1,2000,population,0.001880439929664135
336,1,2000,proteins,0.0018668940756469965
337,1,2000,information,0.0017358326585963368
338,1,2000,site,0.0016748078633099794
339,1,2000,parameters,0.001630935468710959
340,1,2001,time,0.002919208025559783
341,1,2001,sites,0.002457877155393362
342,1,2001,rate,0.0024274042807519436
343,1,2001,that,0.0021935049444437027
344,1,2001,with,0.0021611505653709173
345,1,2001,are,0.0019449347164481878
346,1,2001,sequences,0.0018012935761362314
347,1,2001,matrix,0.001735700061544776
348,1,2001,information,0.0016438050661236048
349,1,2001,given,0.001608658698387444
350,1,2002,sequences,0.0027963779866695404
351,1,2002,use,0.002197316149249673
352,1,2002,type,0.0021223488729447126
353,1,2002,proteins,0.001866946811787784
354,1,2002,that,0.001803385792300105
355,1,2002,with,0.0017704275669530034
356,1,2002,site,0.0016702803550288081
357,1,2002,order,0.001569218235090375
358,1,2002,can,0.001562676508910954
359,1,2002,given,0.00149375235196203
360,1,2003,snp,0.0021450624335557222
361,1,2003,time,0.002117299474775791
362,1,2003,use,0.0020653987303376198
363,1,2003,that,0.0019339518621563911
364,1,2003,test,0.0017795659368857741
365,1,2003,information,0.0017184760654345155
366,1,2003,part,0.0016871861880645156
367,1,2003,different,0.0016158815706148744
368,1,2003,terms,0.001527230255305767
369,1,2003,motif,0.0015157898887991905
370,1,2004,sequences,0.0021691820584237576
371,1,2004,proteins,0.0020839411299675703
372,1,2004,information,0.0020738623570650816
373,1,2004,type,0.0017076614312827587
374,1,2004,models,0.0016912193968892097
375,1,2004,relations,0.0016021530609577894
376,1,2004,structure,0.0015642439248040318
377,1,2004,that,0.0015591601841151714
378,1,2004,time,0.0015559386229142547
379,1,2004,data,0.001455796300433576
380,1,2005,function,0.0038637404795736074
381,1,2005,terms,0.003557186108082533
382,1,2005,proteins,0.002645859494805336
383,1,2005,are,0.002169742714613676
384,1,2005,prediction,0.0020439366344362497
385,1,2005,size,0.0019474996952340007
386,1,2005,information,0.0017504222923889756
387,1,2005,data,0.0017376437317579985
388,1,2005,ontology,0.0017115157097578049
389,1,2005,prior,0.0015836049569770694
390,1,2006,proteins,0.002874959260225296
391,1,2006,snp,0.00251730321906507
392,1,2006,time,0.0022172858007252216
393,1,2006,data,0.0022153984755277634
394,1,2006,from,0.0018712645396590233
395,1,2006,tag,0.0018593738786876202
396,1,2006,text,0.001757024205289781
397,1,2006,snps,0.0016925501404330134
398,1,2006,size,0.0016814800910651684
399,1,2006,algorithm,0.0016762025188654661
400,1,2007,proteins,0.0024227704852819443
401,1,2007,algorithm,0.0019464608049020171
402,1,2007,peptide,0.0017020879313349724
403,1,2007,error,0.0016967001138255
404,1,2007,are,0.0014960290864109993
405,1,2007,first,0.001493553863838315
406,1,2007,since,0.0014757117023691535
407,1,2007,accuracy,0.001473848009482026
408,1,2007,metabolites,0.0014727239031344652
409,1,2007,graph,0.0014725732617080212
410,1,2008,binding,0.0025477816816419363
411,1,2008,size,0.002187457401305437
412,1,2008,time,0.0020088034216314554
413,1,2008,this,0.001977947074919939
414,1,2008,alignment,0.0018180091865360737
415,1,2008,target,0.0018150651594623923
416,1,2008,with,0.0017683098558336496
417,1,2008,different,0.0016743490705266595
418,1,2008,proceedings,0.0015403968282043934
419,1,2008,that,0.0014985610032454133
420,1,2009,models,0.0026236369740217924
421,1,2009,time,0.0024999489542096853
422,1,2009,networks,0.0024864382576197386
423,1,2009,size,0.0023191608488559723
424,1,2009,algorithm,0.002295904792845249
425,1,2009,that,0.0022063017822802067
426,1,2009,cell,0.002177491085603833
427,1,2009,different,0.001926956232637167
428,1,2009,trim,0.0019210263853892684
429,1,2009,snp,0.0018022905569523573
430,1,2010,time,0.002369300462305546
431,1,2010,networks,0.0017492399783805013
432,1,2010,different,0.001609627390280366
433,1,2010,function,0.0014969541225582361
434,1,2010,algorithm,0.0014219129225239158
435,1,2010,problem,0.0014139164704829454
436,1,2010,interactions,0.0013779285363852978
437,1,2010,shown,0.001362210139632225
438,1,2010,nodes,0.0013501549838110805
439,1,2010,level,0.0013457322493195534
440,1,2011,types,0.002925704000517726
441,1,2011,type,0.0021447730250656605
442,1,2011,plo,0.0020081729162484407
443,1,2011,variants,0.001994065474718809
444,1,2011,size,0.0018835148075595498
445,1,2011,snp,0.00187597144395113
446,1,2011,models,0.001870563137345016
447,1,2011,reads,0.0017338538309559226
448,1,2011,use,0.0016194375930354
449,1,2011,value,0.0016167934518307447
450,1,2012,drug,0.004597449209541082
451,1,2012,proteins,0.0034834137186408043
452,1,2012,disordered,0.0031046331860125065
453,1,2012,interactions,0.0028053445275872946
454,1,2012,different,0.0022294220980256796
455,1,2012,structural,0.0021906020119786263
456,1,2012,harm,0.0020875323098152876
457,1,2012,human,0.0020810405258089304
458,1,2012,disorder,0.0020774148870259523
459,1,2012,value,0.0019825012423098087
460,1,2013,drug,0.006458350457251072
461,1,2013,tree,0.003422623733058572
462,1,2013,value,0.002979924436658621
463,1,2013,information,0.0024231274146586657
464,1,2013,association,0.002123004524037242
465,1,2013,target,0.0020123578142374754
466,1,2013,node,0.0018441671272739768
467,1,2013,similarity,0.0017157059628516436
468,1,2013,algorithm,0.0017123318975791335
469,1,2013,snp,0.0017122745048254728
470,1,2014,drug,0.003135035978630185
471,1,2014,cancer,0.00276018213480711
472,1,2014,samples,0.002618265338242054
473,1,2014,features,0.002402110490947962
474,1,2014,feature,0.002043468412011862
475,1,2014,cell,0.0018400198314338923
476,1,2014,level,0.001828734646551311
477,1,2014,functional,0.0017230059020221233
478,1,2014,mutations,0.0017143030418083072
479,1,2014,regression,0.0017108946340158582
480,1,2015,cancer,0.003378549125045538
481,1,2015,disease,0.003185972571372986
482,1,2015,interaction,0.002452791901305318
483,1,2015,features,0.0019324596505612135
484,1,2015,data,0.0019307215698063374
485,1,2015,interactions,0.0018115483690053225
486,1,2015,values,0.0016989452997222543
487,1,2015,non,0.0016928359400480986
488,1,2015,drug,0.0015950103988870978
489,1,2015,samples,0.001586053054779768
490,1,2016,clinical,0.003691404592245817
491,1,2016,disease,0.0029090470634400845
492,1,2016,patients,0.0019943404477089643
493,1,2016,use,0.0019832414109259844
494,1,2016,matrix,0.0019580989610403776
495,1,2016,different,0.0018553378758952022
496,1,2016,class,0.0017736309673637152
497,1,2016,cancer,0.0017284033820033073
498,1,2016,data,0.0017216831911355257
499,1,2016,variants,0.001684675575233996
500,1,2017,disease,0.007067108992487192
501,1,2017,cell,0.003059790935367346
502,1,2017,patients,0.0028307256288826466
503,1,2017,values,0.0022083257790654898
504,1,2017,clusters,0.0019425544887781143
505,1,2017,different,0.0019080984639003873
506,1,2017,cancer,0.0019013923592865467
507,1,2017,cells,0.0018957987194880843
508,1,2017,table,0.0017924599815160036
509,1,2017,value,0.0017634192481637
510,1,2018,disease,0.04160650447010994
511,1,2018,proteins,0.005912065040320158
512,1,2018,pathway,0.0044005801901221275
513,1,2018,diseases,0.003746215719729662
514,1,2018,ppi,0.003745618276298046
515,1,2018,associated,0.0026645318139344454
516,1,2018,pathways,0.0022076512686908245
517,1,2018,snp,0.0021199218463152647
518,1,2018,that,0.0019756541587412357
519,1,2018,features,0.0018193608848378062
520,1,2019,disease,0.00430408725515008
521,1,2019,performance,0.002866482362151146
522,1,2019,non,0.002631715266034007
523,1,2019,information,0.002180578885599971
524,1,2019,cell,0.002134711015969515
525,1,2019,data,0.0020967561285942793
526,1,2019,cells,0.0019591795280575752
527,1,2019,features,0.0019339106511324644
528,1,2019,patients,0.0018324533011764288
529,1,2019,fig,0.0017473420593887568
530,1,2020,disease,0.0028233369812369347
531,1,2020,patients,0.0025217873044312
532,1,2020,patient,0.002498314483091235
533,1,2020,data,0.002344499807804823
534,1,2020,features,0.0018612595740705729
535,1,2020,performance,0.0018290318548679352
536,1,2020,cancer,0.0017773506697267294
537,1,2020,fig,0.0017612554365769029
538,1,2020,different,0.0017144730081781745
539,1,2020,information,0.0016620953101664782
540,1,2021,cancer,0.0031222314573824406
541,1,2021,patients,0.002295564627274871
542,1,2021,methyl,0.0022203996777534485
543,1,2021,models,0.002174766268581152
544,1,2021,class,0.0021308159921318293
545,1,2021,learning,0.0021188443060964346
546,1,2021,data,0.0020417419727891684
547,1,2021,drug,0.0018907756311818957
548,1,2021,cell,0.0018763523548841476
549,1,2021,level,0.001870751497335732
550,1,2022,models,0.003403499722480774
551,1,2022,disease,0.0030022505670785904
552,1,2022,snps,0.0025839649606496096
553,1,2022,cell,0.0023033376783132553
554,1,2022,prediction,0.002026281086727977
555,1,2022,scores,0.0019984394311904907
556,1,2022,cancer,0.001926345401443541
557,1,2022,graph,0.0019156517228111625
558,1,2022,level,0.001903118216432631
559,1,2022,age,0.001891610911116004
560,1,2023,prs,0.03232833370566368
561,1,2023,models,0.0032365676015615463
562,1,2023,learning,0.002491030376404524
563,1,2023,bmi,0.0020931409671902657
564,1,2023,risk,0.0019594919867813587
565,1,2023,genetic,0.0018755843630060554
566,1,2023,prediction,0.0018293638713657856
567,1,2023,features,0.0016984323738142848
568,1,2023,different,0.0016176182543858886
569,1,2023,across,0.0016141326632350683
570,1,2024,data,0.003398121101781726
571,1,2024,patients,0.003084535012021661
572,1,2024,table,0.0022055492736399174
573,1,2024,clustering,0.002052777213975787
574,1,2024,values,0.001989406067878008
575,1,2024,disease,0.0018433087971061468
576,1,2024,across,0.0017766458913683891
577,1,2024,samples,0.0017721588956192136
578,1,2024,cell,0.0017465725541114807
579,1,2024,multiple,0.001659115543588996
580,2,1996,system,0.0030658782925456762
581,2,1996,sequences,0.0025321580469608307
582,2,1996,structure,0.0022276935633271933
583,2,1996,points,0.0020702232141047716
584,2,1996,given,0.0018634047592058778
585,2,1996,structures,0.0017571903299540281
586,2,1996,molecular,0.0016596787609159946
587,2,1996,table,0.001645287498831749
588,2,1996,class,0.0016404802445322275
589,2,1996,time,0.001439127721823752
590,2,1997,energy,0.0030941488221287727
591,2,1997,structure,0.002904379740357399
592,2,1997,amino,0.0028819036670029163
593,2,1997,with,0.0028703485149890184
594,2,1997,table,0.0028700383845716715
595,2,1997,proteins,0.002453078282997012
596,2,1997,algorithm,0.0024363184347748756
597,2,1997,reduced,0.0024167625233531
598,2,1997,surface,0.0022160608787089586
599,2,1997,thus,0.0022138303611427546
600,2,1998,molecular,0.002187224105000496
601,2,1998,use,0.0018770912429317832
602,2,1998,information,0.0018725504633039236
603,2,1998,function,0.0018246375257149339
604,2,1998,structure,0.0017982716672122478
605,2,1998,are,0.0017592213116586208
606,2,1998,with,0.0017546071903780103
607,2,1998,system,0.0017028854927048087
608,2,1998,given,0.0016668045427650213
609,2,1998,time,0.0016244997968897223
610,2,1999,time,0.002679292345419526
611,2,1999,length,0.002300976077094674
612,2,1999,sequences,0.002086070366203785
613,2,1999,binding,0.001827200991101563
614,2,1999,function,0.0017662823665887117
615,2,1999,molecular,0.0015609196852892637
616,2,1999,alignment,0.0015582239720970392
617,2,1999,state,0.0014755058800801635
618,2,1999,new,0.0014661782188341022
619,2,1999,ligand,0.0014583307784050703
620,2,2000,information,0.002437720773741603
621,2,2000,proteins,0.002315307268872857
622,2,2000,structure,0.00230546691454947
623,2,2000,site,0.0019224665593355894
624,2,2000,non,0.0018151510739699006
625,2,2000,function,0.0017333790892735124
626,2,2000,binding,0.0016914216103032231
627,2,2000,population,0.0015885562170296907
628,2,2000,fold,0.0015851660864427686
629,2,2000,sequences,0.0015406740130856633
630,2,2001,that,0.0020159627310931683
631,2,2001,algorithm,0.0019661388359963894
632,2,2001,sequences,0.0018659101333469152
633,2,2001,from,0.0017176000401377678
634,2,2001,rates,0.0016390131786465645
635,2,2001,use,0.0015740584349259734
636,2,2001,are,0.001527928514406085
637,2,2001,structure,0.0014702224871143699
638,2,2001,with,0.0014427736168727279
639,2,2001,step,0.0014043609844520688
640,2,2002,sequences,0.0026335949078202248
641,2,2002,proteins,0.002332002855837345
642,2,2002,structure,0.0020348066464066505
643,2,2002,can,0.0020002361852675676
644,2,2002,that,0.0019522389629855752
645,2,2002,site,0.0018167066155001521
646,2,2002,table,0.001722928136587143
647,2,2002,function,0.0017183930613100529
648,2,2002,score,0.0016194862546399236
649,2,2002,ste,0.0015935974661260843
650,2,2003,algorithm,0.003249398898333311
651,2,2003,time,0.002410355256870389
652,2,2003,with,0.0022153109312057495
653,2,2003,levels,0.0019331863150000572
654,2,2003,form,0.0018675669562071562
655,2,2003,that,0.0018371695186942816
656,2,2003,match,0.001688996679149568
657,2,2003,terms,0.0016353032551705837
658,2,2003,motif,0.0016218280652537942
659,2,2003,information,0.001574405119754374
660,2,2004,structure,0.0030690771527588367
661,2,2004,time,0.002182306256145239
662,2,2004,information,0.001993127167224884
663,2,2004,that,0.0017912895418703556
664,2,2004,table,0.001783891930244863
665,2,2004,type,0.0017762572970241308
666,2,2004,use,0.0016795896226540208
667,2,2004,plo,0.0016721233259886503
668,2,2004,alignment,0.001656608423218131
669,2,2004,proteins,0.0016204448183998466
670,2,2005,terms,0.003600379452109337
671,2,2005,function,0.0031106239184737206
672,2,2005,information,0.002070993883535266
673,2,2005,data,0.0020479727536439896
674,2,2005,table,0.0020467983558773994
675,2,2005,size,0.002039481420069933
676,2,2005,different,0.0019270309712737799
677,2,2005,use,0.0019238251261413097
678,2,2005,ontology,0.0019135199254378676
679,2,2005,proteins,0.0018458134727552533
680,2,2006,snps,0.0038125214632600546
681,2,2006,proteins,0.002641622442752123
682,2,2006,tag,0.002051018178462982
683,2,2006,size,0.0019779419526457787
684,2,2006,data,0.001872495748102665
685,2,2006,are,0.001865623751655221
686,2,2006,time,0.0017677831929177046
687,2,2006,with,0.0016461714403703809
688,2,2006,snp,0.001643540570512414
689,2,2006,samples,0.0016316736582666636
690,2,2007,mass,0.002751084743067622
691,2,2007,proteins,0.00270358775742352
692,2,2007,information,0.0025144179817289114
693,2,2007,interactions,0.0019519359339028597
694,2,2007,semantic,0.0019291285425424576
695,2,2007,interaction,0.001745634712278843
696,2,2007,size,0.0016670066397637129
697,2,2007,disease,0.0016656250227242708
698,2,2007,system,0.0016623953124508262
699,2,2007,database,0.001641905982978642
700,2,2008,binding,0.0037041225004941225
701,2,2008,that,0.002619633451104164
702,2,2008,sites,0.00199214112944901
703,2,2008,target,0.0019290315685793757
704,2,2008,with,0.0019056129967793822
705,2,2008,size,0.0018695058533921838
706,2,2008,this,0.0018158992752432823
707,2,2008,dna,0.0017540054395794868
708,2,2008,structure,0.0016948689008131623
709,2,2008,trim,0.0016241667326539755
710,2,2009,species,0.0031630948651582003
711,2,2009,proceedings,0.0024253963492810726
712,2,2009,september,0.0023429307620972395
713,2,2009,that,0.0021499739959836006
714,2,2009,networks,0.002137015573680401
715,2,2009,are,0.0021127695217728615
716,2,2009,time,0.0021101112943142653
