,pdf,authors,titles,number,available
10,https://psb.stanford.edu/psb-online/proceedings/psb07/ganesan.pdf,"Natarajan Ganesan, Bala Kalyanasundaram, Mahe Velauthapllai",Bioinformatics Data Profiling Tools: A Prelude to Metabolic Profiling,10.0,True
11,https://psb.stanford.edu/psb-online/proceedings/psb07/karakoc.pdf,"Emre Karakoc, S. Cenk Sahinalp, Artem Cherkasov","Comparative QSAR Analysis of Bacterial-, Fungalplant- and Human Metabolites",11.0,True
12,https://psb.stanford.edu/psb-online/proceedings/psb07/knox.pdf,"Craig Knox, Savita Shrivastava, Paul Stothard, Roman Eisner, David S. Wishart",Biospider: A Web Server for Automating Metabolome Annotations,12.0,True
13,https://psb.stanford.edu/psb-online/proceedings/psb07/markley.pdf,"John L. Markley, Mark E. Anderson, Qiu Cui, Hamid R. Eghbalnia, Ian A. Lewis, Adrian D. Hegeman, Jing Li, Christopher F. Schulte, Michael R. Sussman, William M. Westler, Eldon L. Ulrich, Zsolt Zolnai",New Bioinformatics Resources For Metabolomics,13.0,True
14,https://psb.stanford.edu/psb-online/proceedings/psb07/scholz.pdf,"Martin Scholz, Oliver Fiehn",Setup X ï¿½ A Public Study Design Database for Metabolomic Projects,14.0,True
15,https://psb.stanford.edu/psb-online/proceedings/psb07/yang.pdf,"Chen Yang, Adam D. Richardson, Jeffrey W. Smith, Andrei Osterman",Comparative Metabolomics of Breast Cancer,15.0,True
16,https://psb.stanford.edu/psb-online/proceedings/psb07/yoon.pdf,"Jeongah Yoon, Kyongbum Lee",Metabolic Flux Profiling of Reaction Modules in Liver Drug Transformation,16.0,True
17,https://psb.stanford.edu/psb-online/proceedings/psb07/ahlers.pdf,"Caroline B. Ahlers, Marcelo Fiszman, Dina Demner-Fushman, Francois-Michel Lang, Thomas C. Rindflesch",Extracting Semantic Predications from Medline Citations for Pharmacogenomics,17.0,True
18,https://psb.stanford.edu/psb-online/proceedings/psb07/cakmak.pdf,"Ali Cakmak, Gultekin Ozsoyoglu",Annotating Genes Using Textual Patterns,18.0,True
19,https://psb.stanford.edu/psb-online/proceedings/psb07/johnson.pdf,"Helen L. Johnson, K. Bretonnel Cohen, Lawrence Hunter","A Fault Model for Ontology Mapping, Alignment, and Linking Systems",19.0,True
20,https://psb.stanford.edu/psb-online/proceedings/psb07/karamanis.pdf,"Nikiforos Karamanis, Ian Lewin, Ruth Sealy, Rachel Drysdaley, Edward Briscoe",Integrating Natural Language Processing with Flybase Curation,20.0,True
21,https://psb.stanford.edu/psb-online/proceedings/psb07/kou.pdf,"Zhenzhen Kou, William W. Cohen, Robert F. Murphy",A Stacked Graphical Model for Associating Sub-Images with Sub-Captions,21.0,True
22,https://psb.stanford.edu/psb-online/proceedings/psb07/lu_z.pdf,"Zhiyong Lu, K. Bretonnel Cohen, and Lawrence Hunter",Generif Quality Assurance as Summary Revision,22.0,True
23,https://psb.stanford.edu/psb-online/proceedings/psb07/morgan.pdf,"Alexander A. Morgan, Benjamin Wellner, Jeffrey B. Colombe, Robert Arens, Marc E. Colosimo, Lynette Hirschman",Evaluating the Automatic Mapping of Human Gene and Protein Mentions to Unique Identifiers,23.0,True
24,https://psb.stanford.edu/psb-online/proceedings/psb07/neveol.pdf,"Aurelie Neveol, Sonya E. Shooshan, Susanne M. Humphrey, Thomas C. Rindflesh, Alan R. Aronson",Multiple Approaches to Fine-Grained Indexing of the Biomedical Literature,24.0,True
25,https://psb.stanford.edu/psb-online/proceedings/psb07/rhodes.pdf,"James Rhodes, Stephen Boyer, Jeffrey Kreulen, Ying Chen, Patricia Ordonez",Mining Patents Using Molecular Similarity Search,25.0,True
26,https://psb.stanford.edu/psb-online/proceedings/psb07/seki.pdf,"Kazuhiro Seki, Javed Mostafa",Discovering Implicit Associations Between Genes and Hereditary Diseases,26.0,True
27,https://psb.stanford.edu/psb-online/proceedings/psb07/yu.pdf,"Hong Yu, David Kaufman",A Cognitive Evaluation of Four Online Search Engines for Answering Definitional Questions Posed by Physicians,27.0,True
28,https://psb.stanford.edu/psb-online/proceedings/psb07/cadag.pdf,"Eithon Cadag, Brent Louie, Peter J. Myler, Peter Tarczy-Hornoch",Biomediator Data Integration and Inference for Functional Annotation of Anonymous Sequences,28.0,True
29,https://psb.stanford.edu/psb-online/proceedings/psb07/hampikian.pdf,"Greg Hampikian, Tim Andersen",Absent Sequences: Nullomers and Primes,29.0,True
30,https://psb.stanford.edu/psb-online/proceedings/psb07/maglia.pdf,"Anne M. Maglia, Jennifer L. Leopold, L. Analï¿½a Pugener, Susan Gauch",An Anatomical Ontology for Amphibians,30.0,True
31,https://psb.stanford.edu/psb-online/proceedings/psb07/ng.pdf,"David M. Ng, Marcos H. Woehrmann, Joshua M. Stuart",Recommending Pathway Genes Using a Compendium of Clustering Solutions,31.0,True
32,https://psb.stanford.edu/psb-online/proceedings/psb07/sautter.pdf,"Guido Sautter, Klemens Bohm, Donat Agosti",Semi-Automated XML Markup of Biosystematic Legacy Literature with the Goldengate Editor,32.0,True
33,https://psb.stanford.edu/psb-online/proceedings/psb07/alves.pdf,"Pedro Alves, Randy J. Arnold, Milos V. Novotny, Predrag Radivojac, James P. Reilly, Haixu Tang",Advancement in Protein Inference from Shotgun Proteomics Using Peptide Detectability,33.0,True
34,https://psb.stanford.edu/psb-online/proceedings/psb07/fu.pdf,"Yan Fu, Wen Gao, Simin He, Ruixiang Sun, Hu Zhou, Rong Zeng",Mining Tandem Mass Spectral Data to Develop a More Accurate Mass Error Model for Peptide Identification,34.0,True
35,https://psb.stanford.edu/psb-online/proceedings/psb07/leach.pdf,"Sonia Leach, Aaron Gabow, Lawrence Hunter, Debra S. Goldberg",Assessing and Combining Reliability of Protein Interaction Sources,35.0,True
36,https://psb.stanford.edu/psb-online/proceedings/psb07/sontag.pdf,"David Sontag, Rohit Singh, Bonnie Berger",Probabilistic Modeling of Systematic Errors in Two-Hybrid Experiments,36.0,True
37,https://psb.stanford.edu/psb-online/proceedings/psb07/vandeplas.pdf,"Raf Van de Plas, Fabian Ojeda, Maarten Dewil, Ludo Van Den Bosch, Bart De Moor, Etienne Waelkens",Prospective Exploration of Biochemical Tissue Composition via Imaging Mass Spectrometry Guided by Principal Component Analysis,37.0,True
38,https://psb.stanford.edu/psb-online/proceedings/psb07/leung.pdf,"Henry C.M. Leung, Francis Y.L. Chin, Bethany M.Y. Chan",Discovering Motifs With Transcription Factor Domain Knowledge,38.0,True
39,https://psb.stanford.edu/psb-online/proceedings/psb07/liu_l.pdf,"L. Angela Liu, Joel S. Bader",Ab initio Prediction of Transcription Factor Binding Sites,39.0,True
40,https://psb.stanford.edu/psb-online/proceedings/psb07/zhao.pdf,"Jizhen Zhao, Dongsheng Che, Liming Cai",Comparative Pathway Annotation with Protein-DNA Interaction and Operon Information via Graph Tree Decomposition,40.0,True
