,pdf,authors,titles,number,available
12,https://psb.stanford.edu/psb-online/proceedings/psb23/liu_c.pdf,"Chang Liu, Cuinan Yu, Yipin Lei, Kangbo Lyu, Tingzhong Tian, Qianhao Li, Dan Zhao, Fengfeng Zhou, and Jianyang Zeng",Improving target-disease association prediction through a graph neural network with credibility information,12.0,True
13,https://psb.stanford.edu/psb-online/proceedings/psb23/krishnan.pdf,"Krithika Krishnan, Tiange Shi, Han Yu, Rachael Hageman Blair",Integrated Graph Propagation and Optimization with Biological Applications,13.0,True
14,https://psb.stanford.edu/psb-online/proceedings/psb23/gu.pdf,"Tian Gu, Yi Han, Rui Duan",A transfer learning approach based on random forest with application to breast cancer prediction in underrepresented populations,14.0,True
15,https://psb.stanford.edu/psb-online/proceedings/psb23/reyes.pdf,"Diego Machado Reyes, Aritra Bose, Ehud Karavani, Laxmi Parida",FairPRS: adjusting for admixed populations in polygenic risk scores using invariant risk minimization,15.0,True
16,https://psb.stanford.edu/psb-online/proceedings/psb23/chu.pdf,"Hoyin Chu, Rashika Ramola, Shantanu Jain, David M. Haas, Sriraam Natarajan, Predrag Radivojac",Using Association Rules to Understand the Risk of Adverse Pregnancy Outcomes in a Diverse Population,16.0,True
17,https://psb.stanford.edu/psb-online/proceedings/psb23/yang.pdf,"Guang Yang, Cristina Alarcon, Paula Friedman, Li Gong, Teri Klein, Travis O’Brien, Edith A. Nutescu, Matthew Tuck, David Meltzer, Minoli A Perera",The Role of Global and Local Ancestry on Clopidogrel Response in African Americans,17.0,True
18,https://psb.stanford.edu/psb-online/proceedings/psb23/keat.pdf,"Karl Keat, Daniel Hui, Brenda Xiao, Yuki Bradford, Zinhle Cindi, Eric S. Daar, Roy Gulick, Sharon A. Riddler, Phumla Sinxadi, David W. Haas, Marylyn D. Ritchie",Leveraging Multi-Ancestry Polygenic Risk Scores for Body Mass Index to Predict Antiretroviral Therapy-Induced Weight Gain,18.0,True
19,https://psb.stanford.edu/psb-online/proceedings/psb23/chaichoompu.pdf,"Kridsadakorn Chaichoompu, Alisa Wilantho, Pongsakorn Wangkumhang, Sissades Tongsima, Bruno Cavadas, Luísa Pereira, Kristel Van Steen",Fine-scale subpopulation detection via an SNP-based unsupervised method: A case study on the 1000 Genomes Project resources,19.0,True
20,https://psb.stanford.edu/psb-online/proceedings/psb23/hashim.pdf,"Sayed Hashim, Karthik Nandakumar, Mohammad Yaqub",Self-omics: A Self-supervised Learning Framework for Multi-omics Cancer Data,20.0,True
21,https://psb.stanford.edu/psb-online/proceedings/psb23/bhattacharyya.pdf,"Rupam Bhattacharyya, Nicholas Henderson, Veerabhadran Baladandayuthapani",BaySyn: Bayesian Evidence Synthesis for Multi-system Multiomic Integration,21.0,True
22,https://psb.stanford.edu/psb-online/proceedings/psb23/trinh.pdf,"Alan Trinh, Ran Ran, Douglas Brubaker",Trans-omic Knowledge Transfer Modeling Infers Gut Microbiome Biomarkers of Anti-TNF Resistance in Ulcerative Colitis,22.0,True
23,https://psb.stanford.edu/psb-online/proceedings/psb23/aoki.pdf,"Raquel Aoki, Yizhou Chen, Martin Ester",Multi-treatment Effect Estimation from Biomedical Data,23.0,True
24,https://psb.stanford.edu/psb-online/proceedings/psb23/depaoliskaluza.pdf,"M. Clara De Paolis Kaluza, Shantanu Jain, Predrag Radivojac",An Approach to Identifying and Quantifying Bias in Biomedical Data,24.0,True
25,https://psb.stanford.edu/psb-online/proceedings/psb23/chen_y.pdf,"Yile Chen, Shantanu Jain, Daniel Zeiberg, Lilia M. Iakoucheva, Sean D. Mooney, Predrag Radivojac, Vikas Pejaver",Multi-objective prioritization of genes for high-throughput functional assays towards improved clinical variant classification,25.0,True
26,https://psb.stanford.edu/psb-online/proceedings/psb23/aryal.pdf,"Saurav K. Aryal, Howard Prioleau, Legand Burge",Acoustic-Linguistic Features for Modeling Neurological Task Score in Alzheimer's,26.0,True
27,https://psb.stanford.edu/psb-online/proceedings/psb23/zhang_p.pdf,"Pengfei Zhang, Seojin Bang, Heewook Lee",PiTE: TCR-epitope Binding Affinity Prediction Pipeline using Transformer-based Sequence Encoder,27.0,True
28,https://psb.stanford.edu/psb-online/proceedings/psb23/mathur.pdf,"Saurabh Mathur, Athresh Karanam, Predrag Radivojac, David M. Haas, Kristian Kersting, Sriraam Natarajan",Exploiting Domain Knowledge as Causal Independencies in Modeling Gestational Diabetes,28.0,True
29,https://psb.stanford.edu/psb-online/proceedings/psb23/callahan.pdf,"Tiffany J. Callahan, Adrianne L. Stefanski, Jin-Dong Kim, William A. Baumgartner Jr., Jordan M. Wyrwa, Lawrence E. Hunter",Knowledge-Driven Mechanistic Enrichment of the Preeclampsia Ignorome,29.0,True
30,https://psb.stanford.edu/psb-online/proceedings/psb23/goar.pdf,"Wesley Goar, Lawrence Babb, Srikar Chamala, Melissa Cline, Robert R Freimuth, Reece K Hart, Kori Kuzma, Jennifer Lee, Tristan Nelson, Andreas Prlić, Kevin Riehle, Anastasia Smith, Kathryn Stahl, Andrew D Yates, Heidi L Rehm, Alex H Wagner",Development and application of a computable genotype model in the GA4GH Variation Representation Specification,30.0,True
31,https://psb.stanford.edu/psb-online/proceedings/psb23/wooten.pdf,"Zachary Wooten, Cenji Yu, Laurence Court, Christine Peterson",Predictive modeling using shape statistics for interpretable and robust quality assurance of automated contours in radiation treatment planning,31.0,True
32,https://psb.stanford.edu/psb-online/proceedings/psb23/waksmunski.pdf,"Andrea R. Waksmunski, Tyler G. Kinzy, Lauren A. Cruz, Cari L. Nealon, Christopher W. Halladay, Scott A. Anthony, Paul B. Greenberg, Jack M. Sullivan, Wen-Chih Wu, Sudha K. Iyengar, Dana C. Crawford, Neal S. Peachey, Jessica N. Cooke Bailey, Consortium Author: VA Million Veteran Program",Diversity is key for cross-ancestry transferability of glaucoma genetic risk scores in Hispanic Veterans in the Million Veteran Program,32.0,True
33,https://psb.stanford.edu/psb-online/proceedings/psb23/hellwege.pdf,"Jacklyn N. Hellwege, Chad Dorn, Marguerite R. Irvin, Nita A. Limdi, James Cimino, T. Mark Beasley, Philip S. Tsao, Scott M. Damrauer, Dan M. Roden, Digna R. Velez Edwards, Wei-Qi Wei, Todd L. Edwards",Predictive models for abdominal aortic aneurysms using polygenic scores and PheWAS-derived risk factors,33.0,True
34,https://psb.stanford.edu/psb-online/proceedings/psb23/hui.pdf,"Daniel Hui, Brenda Xiao, Ozan Dikilitas, Robert R. Freimuth, Marguerite R. Irvin, Gail P. Jarvik, Leah Kottyan, Iftikhar Kullo, Nita A. Limdi, Cong Liu, Yuan Luo, Bahram Namjou, Megan J. Puckelwartz, Daniel Schaid, Hemant Tiwari, Wei-Qi Wei Shefali Verma, Dokyoon Kim, Marylyn D. Ritchie",Quantifying factors that affect polygenic risk score performance across diverse ancestries and age groups for body mass index,34.0,True
35,https://psb.stanford.edu/psb-online/proceedings/psb23/eissman.pdf,"Jaclyn M. Eissman, Greyson Wells, Omair A. Khan, Dandan Liu, Vladislav A Petyuk, Katherine A. Gifford, Logan Dumitrescu, Angela L. Jefferson, Timothy J. Hohman",Polygenic resilience score may be sensitive to preclinical Alzheimer’s disease changes,35.0,True
36,https://psb.stanford.edu/psb-online/proceedings/psb23/bunnell.pdf,"Arianna Bunnell, Sharon Rowe",The Effect of AI-Enhanced Breast Imaging on the Caring Radiologist-Patient Relationship,36.0,True
37,https://psb.stanford.edu/psb-online/proceedings/psb23/kidd.pdf,"Brian Kidd, Kunbo Wang, Yanxun Xu, Yang Ni",Federated Learning for Sparse Bayesian Models with Applications to Electronic Health Records and Genomics,37.0,True
38,https://psb.stanford.edu/psb-online/proceedings/psb23/nichol.pdf,"Ariadne A. Nichol, Meghan C. Halley, Carole A. Federico*, and Mildred K. Cho, Pamela L. Sankar",Not in my AI: Moral engagement and disengagement in health care AI development,38.0,True
39,https://psb.stanford.edu/psb-online/proceedings/psb23/park.pdf,"Ji Ae Park, Yu Rang Park",VdistCox: Vertically distributed Cox proportional hazards model with hyperparameter optimization,39.0,True
40,https://psb.stanford.edu/psb-online/proceedings/psb23/wagner.pdf,Jennifer Wagner,Algorithmic Fairness in the Roberts Court Era,40.0,True
41,https://psb.stanford.edu/psb-online/proceedings/psb23/wkshop_clingen.pdf,"Karen P. Dalton, Heidi L. Rehm, Matt W. Wright, Mark E. Mandell, Kilannin Krysiak, Lawrence Babb, Kevin Riehle, Tristan Nelson, Alex H. Wagner",Accessing clinical-grade genomic classification data through the ClinGen Data Platform,41.0,True
42,https://psb.stanford.edu/psb-online/proceedings/psb23/wkshop_cloud.pdf,"Michelle Holko, Nick Weber, Chris Lunt, Steven E. Brenner",Biomedical research in the Cloud: Options and factors for researchers and organizations considering moving to (or adding) cloud computing resources,42.0,True
43,https://psb.stanford.edu/psb-online/proceedings/psb23/wkshop_hpcomputing.pdf,"Anurag Verma, Jennifer Huffman, Ali Torkmani, Ravi Maduri",High-Performance Computing Meets High-Performance Medicine,43.0,True
44,https://psb.stanford.edu/psb-online/proceedings/psb23/wkshop_risk.pdf,"Ruowang Li, Rui Duan, Lifang He, Jason H. Moore","Risk prediction: Methods, Challenges, and Opportunities",44.0,True
45,https://psb.stanford.edu/psb-online/proceedings/psb23/wkshop_singlecell.pdf,"Andrew Gentles, Ajit Nirmal, Laura Heiser, Emma Lundberg, Aaron Newman",Single Cell Spatial Biology for Precision Cancer Medicine,45.0,True
46,https://psb.stanford.edu/psb-online/proceedings/psb23/erratum.pdf,"Peter Kochunov, Yizhou Ma, Kathryn S. Hatch, Si Gao, Lianne Schmaal, Neda Jahanshad, Paul M. Thompson, Bhim M. Adhikari, Heather Bruce, Joshua Chiappelli, Andrew Van der vaart, Eric L. Goldwaser, Aris Sotiras, Tianzhou Ma, Shuo Chen, Thomas E. Nichols, L. Elliot Hong",Separating Clinical and Subclinical Depression by Big Data Informed Structural Vulnerability Index and Its impact on Cognition: ENIGMA Dot Product,46.0,True
