,pdf,authors,titles,number,available
34,https://psb.stanford.edu/psb-online/proceedings/psb09/phan.pdf,"John H. Phan, Qiqin Yin-Goen, Andrew N. Young, and  May D. Wang",Improving the Efficiency of Biomarker Identification Using Biological Knowledge,34.0,True
35,https://psb.stanford.edu/psb-online/proceedings/psb09/shen-orr.pdf,"Shai S. Shen-Orr, Ofir Goldberger, Yael Garten, Yael Rosenberg-Hasson, Patricia A. Lovelace, David L. Hirschberg, Russ B. Altman, Mark M. Davis, and Atul J. Butte",Towards a Cytokine-Cell Interaction Knowledgebase of the Adaptive Immune System,35.0,True
36,https://psb.stanford.edu/psb-online/proceedings/psb09/webb-robertson.pdf,"Bobbie-Jo M. Webb-Robertson, Lee Ann Mccue, Nathanial Beagley, Jason E. Mcdermott, David S. Wunschel, Susan M. Varnum, Jian Zhi Hu, Nancy G. Isern, Garry W. Buchko, Kathleen Mcateer, and Joel G. Pounds",A Bayesian Integration Model of High-Throughput Proteomics and Metabolomics Data for Improved Early Detection of Microbial Infections,36.0,True
37,https://psb.stanford.edu/psb-online/proceedings/psb09/daemen.pdf,"Anneleen Daemen, Olivier Gevaert, Karin Leunen, Eric Legius, Ignace Vergote, and Bart De Moor",Supervised Classification of Array CGH Data with HMM-Based Feature Selection,37.0,True
38,https://psb.stanford.edu/psb-online/proceedings/psb09/kanabar.pdf,"P.N. Kanabar, C.J. Vaske, C.H. Yeang, F.H. Yildiz, and J.M. Stuart",Inferring Disease-Related Pathways Using A Probabilistic Epistasis Model,38.0,True
39,https://psb.stanford.edu/psb-online/proceedings/psb09/kasson.pdf,Peter M. Kasson and Vijay S. Pande,Combining Mutual Information with Structural Analysis to Screen for Functionally Important Residues in Influenza Hemagglutinin,39.0,True
40,https://psb.stanford.edu/psb-online/proceedings/psb09/lim.pdf,"Wei Keat Lim, Eugenia Lyashenko, Andrea Califano",Master Regulators Used As Breast Cancer Metastasis Classifier,40.0,True
41,https://psb.stanford.edu/psb-online/proceedings/psb09/tastan.pdf,"Oznur Tastan, Yanjun Qi, Jaime G. Carbonell, and Judith Kleinseetharaman",Prediction of Interactions Between HIV-1 and Human Proteins by Information Integration,41.0,True
42,https://psb.stanford.edu/psb-online/proceedings/psb09/zhang-x.pdf,"Xiang Zhang, Fei Zou, and Wei Wang",FastChi: An Efficient Algorithm for Analyzing Gene-Gene Interactions,42.0,True
43,https://psb.stanford.edu/psb-online/proceedings/psb09/workshop-opensci.pdf,Cameron Neylon and Shirley Wu,"Open Science: Tools, Approaches, and Implications",43.0,True
44,https://psb.stanford.edu/psb-online/proceedings/psb09/workshop-post.pdf,"Benjamin Blencowe, Steven Brenner, Timothy Hughes, and Quaid Morris","Post-Transcriptional Gene Regulation: RNA-Protein Interactions, RNA Processing, mRNA Stability and Localization",44.0,True
