,pdf,authors,titles,number,available
16,https://psb.stanford.edu/psb-online/proceedings/psb11/bodian.pdf,"Dale L Bodian, Randall J Radmer, Sean Holbert, Teri E Klein",Molecular Dynamics Simulations of the Full Triple Helical Region of Collagen Type I Provide An Atomic Scale View of the Protein's Regional Heterogeneity,16.0,True
17,https://psb.stanford.edu/psb-online/proceedings/psb11/flores.pdf,"Samuel Coulbourn Flores, Russ B. Altman",Structural insights into Pre-Translocation Ribosome Motions,17.0,True
18,https://psb.stanford.edu/psb-online/proceedings/psb11/sakae.pdf,"Yoshitake Sakae, tomoyuki Hiroyasu, Mitsunori Miki, Yuko Okamoto",New Conformational Search Method Using Genetic Algorithm and Knot Theory for Proteins,18.0,True
19,https://psb.stanford.edu/psb-online/proceedings/psb11/chen.pdf,"Rong Chen, Atul J. Butte",The Reference Human Genome Demonstrates High Risk of Type 1 Diabetes and Other Disorders,19.0,True
20,https://psb.stanford.edu/psb-online/proceedings/psb11/dudley.pdf,"Joel T. Dudley, Rong Chen, Atul J. Butte",Matching Cancer Genomes to Established Cell Lines for Personalized Oncology,20.0,True
21,https://psb.stanford.edu/psb-online/proceedings/psb11/grady.pdf,"Benjamin J. Grady, Eric C. Torstenson, Paul J. Mclaren, Paul W. De Bakker, David W. Haas, Gregory K. Robbins, Roy M. Gulick, Richard Haubrich, Heather Ribaudo, Marylyn D. Ritchie",Use of Biological Knowledge to Inform The Analysis of Gene-Gene Interactions Involved in Modulating Virologic Failure with Efavirenz-Containing Treatment Regimens in Art-Naive Actg Clinical Trials Participants,21.0,True
22,https://psb.stanford.edu/psb-online/proceedings/psb11/pendergrass.pdf,"Sarah Pendergrass, Scott M. Dudek, Dan M. Roden, Dana C. Crawford, Marylyn D. Ritchie",Visual integration of Results from a Large Dna Biobank (Biovu) Using Synthesis-View,22.0,True
23,https://psb.stanford.edu/psb-online/proceedings/psb11/turner.pdf,"Stephen D. Turner, William S. Bush",Multivariate Analysis of Regulatory Snps: Empowering Personal Genomics by Considering Cis-Epistasis and Heterogeneity,23.0,True
24,https://psb.stanford.edu/psb-online/proceedings/psb11/zhang.pdf,"Jin Zhang, Yufeng Wu",Haplotype inference from Single Short Sequence Reads Using a Population Genealogical History Model,24.0,True
25,https://psb.stanford.edu/psb-online/proceedings/psb11/kharam.pdf,"Aleksandra Kharam, Hua Jiang, Marc Riedel",Binary Counting with Chemical Reactions,25.0,True
26,https://psb.stanford.edu/psb-online/proceedings/psb11/mcdermott.pdf,"Jason E. McDermott, Michelle Archuleta, Susan L. Stevens, Mary P. Stenzel-Poore, Antonio Sanfilippo",Defining the Players in Higher-Order Networks: Predictive Modeling for Reverse Engineering Functional Influence Networks,26.0,True
27,https://psb.stanford.edu/psb-online/proceedings/psb11/senum.pdf,"Philip Senum, Marc Riedel",Rate-Independent Constructs for Chemical Computation,27.0,True
28,https://psb.stanford.edu/psb-online/proceedings/psb11/uhlendorf.pdf,"Jannis Uhlendorf, Samuel Bottani, Francois Fages, Pascal Hersen, Gregory Batt",Towards Real-Time Control of Gene Expression: Controlling the Hog Signaling Cascade,28.0,True
29,https://psb.stanford.edu/psb-online/proceedings/psb11/verdicchio.pdf,"Michael P. Verdicchio, Seungchan Kim",Identifying Targets for intervention by Analyzing Basins of Attraction,29.0,True
30,https://psb.stanford.edu/psb-online/proceedings/psb11/wkshop-pharma.pdf,"Kevin Bretonnel Cohen, Yael Garten, Udo Hahn, Nigam H. Shah",Workshop introduction,30.0,True
31,https://psb.stanford.edu/psb-online/proceedings/psb11/wkshop-pathway.pdf,"Michael Ochs, Rachel Karchin, Habtom Ressom, Robert Gentleman",Workshop introduction,31.0,True
32,https://psb.stanford.edu/psb-online/proceedings/psb11/wkshop-nano.pdf,"Steven Ludtke, Catherine Lawson, Gerard Kleywegt, Helen Berman, Wah Chiu",Workshop introduction,32.0,True
