,pdf,authors,titles,number,available
15,https://psb.stanford.edu/psb-online/proceedings/psb08/province.pdf,"Michael A. Province, Ingrid B. Borecki",Gathering the Gold Dust: Methods for Assessing the Aggregate Impact of Small Effect Genes in Genomic Scans,15.0,True
16,https://psb.stanford.edu/psb-online/proceedings/psb08/thurman.pdf,"R. E. Thurman, W. S. Noble, J. A. Stamatoyannopoulos",Multi-Scale Correlations in Continuous Genomic Data,16.0,True
17,https://psb.stanford.edu/psb-online/proceedings/psb08/ressom.pdf,"Habtom W. Ressom, Rency S. Varghese, Lenka Goldman, Christopher A. Loffredo, Mohammed Abdel-Hamid, Zuzana Kyselova, Yehia Mechref, Milos Novotny, Radoslav Goldman",Analysis of MALDI-TOF Spectrometry Data for Detection of Glycan Biomarkers,17.0,True
18,https://psb.stanford.edu/psb-online/proceedings/psb08/alterovitz.pdf,"Gil Alterovitz, Michael Xiang, Jonathan Liu, Amelia Chang, Marco F. Ramoni",System-Wide Peripheral Biomarker Discovery Using Information Theory,18.0,True
19,https://psb.stanford.edu/psb-online/proceedings/psb08/chen.pdf,"David P. Chen, Susan C. Weber, Philip S. Constantinou, Todd A. Ferris, Henry J. Lowe, Atul J. Butte",Novel Integration of Hospital Electronic Medical Records and Gene Expression Measurements to Identify Genetic Markers of Maturation,19.0,True
20,https://psb.stanford.edu/psb-online/proceedings/psb08/hu.pdf,"Haiyan Hu, Xiaoman Li",Networking Pathways Unveils Association Between Obesity and Non-Insulin Dependent Diabetes Mellitus,20.0,True
21,https://psb.stanford.edu/psb-online/proceedings/psb08/badea.pdf,Liviu Badea,Extracting Gene Expression Profiles Common to Colon and Pancreatic Adenocarcinoma Using Simultaneous Nonnegative Matrix Factorization,21.0,True
22,https://psb.stanford.edu/psb-online/proceedings/psb08/gevaert.pdf,"O. Gevaert, S. Van Vooren, B. De Moor","Integration of Microarray and Textual Data Improves the Prognosis Prediction of Breast, Lung, and Ovarian Cancer Patients",22.0,True
23,https://psb.stanford.edu/psb-online/proceedings/psb08/sridhar.pdf,"Padmavati Sridhar, Bin Song, Tamer Kahveci, Sanjay Ranka",Mining Metabolic Networks for Optimal Drug Targets,23.0,True
24,https://psb.stanford.edu/psb-online/proceedings/psb08/singh.pdf,"Rohit Singh, Jinbu Xu, Bonnie Berger",Global Alignment of Multiple Protein Interaction Networks,24.0,True
25,https://psb.stanford.edu/psb-online/proceedings/psb08/kim.pdf,"S. Kim, M. Li, H. Paik, K. Nephew, H. Shi, R. Kramer, D. Xu, T.-H. Huang",Predicting DNA Methylation Susceptibility Using CpG Flanking Sequences,25.0,True
26,https://psb.stanford.edu/psb-online/proceedings/psb08/glazer.pdf,"Dariya S. Glazer, Randall J. Radmer, Russ B. Altman",Combining Molecular Dynamics and Machine Learning to Improve Protein Function Recognition,26.0,True
27,https://psb.stanford.edu/psb-online/proceedings/psb08/li.pdf,"Youyong Li, William A. Goddard III",Prediction of the Structure of G-Protein Coupled Receptors and of Bound Ligands with Applications for Drug Design,27.0,True
28,https://psb.stanford.edu/psb-online/proceedings/psb08/deremigio.pdf,"Hilary DeRemigio, Peter Kemper, M. Drew Lamar, Gregory D. Smith",Markov Chain Models of Coupled Intracellular Calcium Channels: Kronecker Structured Representations and Benchmark Stationary Distribution Calculations,28.0,True
29,https://psb.stanford.edu/psb-online/proceedings/psb08/rice.pdf,"John Jeremy Rice, Yuhai Tu, Corrado Poggesi, Pieter P. De Tombe",Spatially-Compressed Cardiac Myofilament Models Generate Hysteresis that Is Not Found in Real Muscle,29.0,True
30,https://psb.stanford.edu/psb-online/proceedings/psb08/lumens.pdf,"Joost Lumens, Tammo Delhaas, Borut Kirn, Theo Arts",Modeling Ventricular Interaction: A Multiscale Approach from Sarcomere Mechanics to Cardiovascular Systems Hemodynamics,30.0,True
31,https://psb.stanford.edu/psb-online/proceedings/psb08/sachse.pdf,"Frank B. Sachse, Eleonora Savio-Galimberti, Joshua I. Goldhaber, John H. B. Bridge",Sub-Micrometer Anatomical Models of the Sarcolemma of Cardiac Myocytes Based on Confocal Imaging,31.0,True
32,https://psb.stanford.edu/psb-online/proceedings/psb08/agarwal.pdf,"Shatam Agarwal, Jaijeet Roychowdhury",Efficient Multiscale Simulations of Circadian Rhythms Using Automated Phase Macomodelling Techniques,32.0,True
33,https://psb.stanford.edu/psb-online/proceedings/psb08/gennari.pdf,"John H. Gennari, Maxwell L. Neal, Brian E. Carlson, Daniel L. Cook",Integration of Multi-Scale Biosimulation Models via Light-Weight Semantics,33.0,True
34,https://psb.stanford.edu/psb-online/proceedings/psb08/rader.pdf,"A. J. Rader, Joshua T. Harrell",Comparisons of Protein Family Dynamics,34.0,True
35,https://psb.stanford.edu/psb-online/proceedings/psb08/mccord.pdf,"Rachel Patton McCord, Martha L. Bulyk",Functional Trends in Structural Classes of the DNA Binding Domains of Regulatory Transcription Factors,35.0,True
36,https://psb.stanford.edu/psb-online/proceedings/psb08/gordan.pdf,"Raluca GordÃ¢n, Alexander J. Hartemink",Using DNA Duplex Stability Information for Transcription Factor Binding Site Discovery,36.0,True
37,https://psb.stanford.edu/psb-online/proceedings/psb08/pan.pdf,"Wei Pan, Peng Wei, Arkady Khodursky","A Parametric Joint Model of DNA-Protein Binding, Gene Expression and DNA Sequence Data to Detect Target Genes of a Transcription Factor",37.0,True
38,https://psb.stanford.edu/psb-online/proceedings/psb08/kauffman.pdf,"Chris Kauffman, George Karypis",An Analysis of Information Content Present in Protein-DNA Interactions,38.0,True
39,https://psb.stanford.edu/psb-online/proceedings/psb08/lusk.pdf,"Richard W. Lusk, Michael B. Eisen",Use of an Evolutionary Model to Provide Evidence for a Wide Heterogenity of Required Affinities Between Transcription Factors and Their Binding Sites in Yeast,39.0,True
40,https://psb.stanford.edu/psb-online/proceedings/psb08/lee.pdf,"Jae-Hyung Lee, Michael Hamilton, Colin Gleeson, Cornelia Caragea, Peter Zaback, Jeffrey D. Sander, Xue Li, Feihong Wu, Michael Terribilini. Vasant Honavar, Drena Dobbs",Striking Similarities in Diverse Telomerase Proteins Revealed by Combining Structure Prediction and Machine Learning Approaches,40.0,True
41,https://psb.stanford.edu/psb-online/proceedings/psb08/kuan.pdf,"Pei Fen Kuan, Hyonho Chun, SÅ±ndÅ±z Keles",CMARRT: A Tool of Analysis of CHIP-chip Data from Tiling Arrays by Incorporating the Correlation Structure,41.0,True
42,https://psb.stanford.edu/psb-online/proceedings/psb08/zeller.pdf,"Georg Zeller, Stefan R. Henz, Sascha Laubinger, Detlef Weigel, Gunnar RÃ¤tsch",Transcript Normalization and Segmentation of Tiling Array Data,42.0,True
43,https://psb.stanford.edu/psb-online/proceedings/psb08/danford.pdf,"Timothy Danford, Alex Rolfe, David Gifford","GSE: A Comprehensive Database System for the Representation, Retrieval, and Analysis of Microarray Data",43.0,True
44,https://psb.stanford.edu/psb-online/proceedings/psb08/alex.pdf,"Beatrice Alex, Claire Grover, Barry Haddow, Mijail Kabadjor, Ewan Klein, Michael Matthews, Stuart Roebuck, Richard Tobin, Xinglong Wang",Assisted Curation: Does Text Mining Really Help?,44.0,True
45,https://psb.stanford.edu/psb-online/proceedings/psb08/divoli.pdf,"Anna Divoli, Marti A. Hearst, Michael A. Wooldridge",Evidence for Showing Gene/Protein Name Suggestions in Bioscience Literature Search Interfaces,45.0,True
46,https://psb.stanford.edu/psb-online/proceedings/psb08/dudley.pdf,"Joel Dudley, Atul J. Butte",Enabling Integrative Genomic Analysis of High Impact Human Diseases Through Text Mining,46.0,True
47,https://psb.stanford.edu/psb-online/proceedings/psb08/roberts.pdf,"Phoebe M. Roberts, William S. Hayes",Information Needs and the Role of Text Mining in Drug Development,47.0,True
48,https://psb.stanford.edu/psb-online/proceedings/psb08/brady.pdf,"Scott Brady, Hagit Shatkay",EpiLoc: A (Working) Text-Based System for Predicting Protein Subcellular Location,48.0,True
49,https://psb.stanford.edu/psb-online/proceedings/psb08/kano.pdf,"Yoshinobu Kano, Ngan Nguyen, Rune Saetre, Kazuhiro Yoshida,Yusuke Miyao, Yoshimasa Tsuruoka, Yuichiro Matsubayashi, Sophia Ananiadou, Jun'ichi Tsujii","Filling the Gaps Between Tools and Users: A Tool Comparator, Using Protein-Protein Interactions as an Example",49.0,True
50,https://psb.stanford.edu/psb-online/proceedings/psb08/wang.pdf,"Xinglong Wang, Michael Matthews",Comparing Usability of Matching Techniques for Normalising Biomedical Named Entities,50.0,True
51,https://psb.stanford.edu/psb-online/proceedings/psb08/caporaso.pdf,"J. Gregory Caporaso, Nita Deshpande, J. Lynn Fink, Philip E. Bourne, K. Bretonnel Cohen, Lawrence Hunter",Intrinsic Evaluation of Text Mining Tools May Not Predict Performance on Realistic Tasks,51.0,True
52,https://psb.stanford.edu/psb-online/proceedings/psb08/leaman.pdf,"Robert Leaman, Graciela Gonzalez",BANNER: An Executable Survey of Advances in Biomedical Named Entity Recognition,52.0,True
