,pdf,authors,titles,number,available
20,https://psb.stanford.edu/psb-online/proceedings/psb97/martin.pdf," C.H. Martin, Z.P. Chen and R.R. Birge",Towards a Bacteriorhodopsin-Silicon Neuromorphic Photosensor,20.0,True
21,https://psb.stanford.edu/psb-online/proceedings/psb97/matsuda.pdf," H. Matsuda, F. Taniguchi and A. Hashimoto",An Approach to Detection of Protein Structural Motifs Using an Encoding Scheme of Backbone Conformations,21.0,True
22,https://psb.stanford.edu/psb-online/proceedings/psb97/mittenthal.pdf,J.E. Mittenthal,An Algorithm to Assemble Pathways from Processes,22.0,True
23,https://psb.stanford.edu/psb-online/proceedings/psb97/ponomarenko.pdf," M.P. Ponomarenko, J.V. Ponomarenko , A.E. Kel and N.A. Kolchanov",Search for DNA Conformation Features for Function Sites. Investigation of the TATA Box,23.0,True
24,https://psb.stanford.edu/psb-online/proceedings/psb97/renner.pdf, A. Renner and E. Bornberg-Bauer,Exploring the Fitness Landscapes of Lattice Proteins,24.0,True
25,https://psb.stanford.edu/psb-online/proceedings/psb97/reva.pdf," B.A. Reva, A.V. Finkelstein, M.F. Sanner and A.J. Olson",Accurate Mean-Force Pairwise-Residue Potentials for Discrimination of Protein Folds,25.0,True
26,https://psb.stanford.edu/psb-online/proceedings/psb97/sanner.pdf,M.F. Sanner and A.J. Olson,Real Time Surface Reconstruction for Moving Molecular Fragments,26.0,True
27,https://psb.stanford.edu/psb-online/proceedings/psb97/satou.pdf," K. Satou, G. Shibayama, T. Ono, Y. Yamamura, E. Furuichi, S. Kuhara and T. Takagi",Finding Association Rules on Heterogeneous Genome Data,27.0,True
28,https://psb.stanford.edu/psb-online/proceedings/psb97/shibuya.pdf, T. Shibuya and H. Imai,Enumerating Suboptimal Alignments of Multiple Biological Sequences Efficiently,28.0,True
29,https://psb.stanford.edu/psb-online/proceedings/psb97/simonson.pdf, T. Simonson,Redox Properties of Cytochrome C: Novel Linear Response and Hybrid Continuum-Microscopic Methodologies,29.0,True
30,https://psb.stanford.edu/psb-online/proceedings/psb97/thieffry.pdf,"D. Thieffry, D.A. Rosenblueth, A.M. Huerta, H. Salgado and J. Collado-Vides",Definite-Clause Grammars for the Analysis of CIS-Regulatory Regions in E. Coli,30.0,True
31,https://psb.stanford.edu/psb-online/proceedings/psb97/wei.pdf," L. Wei, R.B. Altman and J.T. Chang",Using the Radial Distribution of Physical Features to Compare Amino Acid Environments and Align Amino Acid Sequences,31.0,True
