,pdf,authors,titles,number,available
39,https://psb.stanford.edu/psb-online/proceedings/psb98/fetrow.pdf,J.S. Fetrow and A. Godzi,Function Driven Protein Evolution. A Possible Proto-protein for the RNA-binding Proteins,39.0,True
40,https://psb.stanford.edu/psb-online/proceedings/psb98/wei.pdf,L. Wei and R.B. Altma,Recognizing Protein Binding Sites Using Statistical Descriptions of their 3D Environments,40.0,True
41,https://psb.stanford.edu/psb-online/proceedings/psb98/wutd.pdf,"T.D. Wu, S.C. Schmidler, T. Hastie and D.L. Brutla",Modeling and Superposition of Multiple Protein Structures Using Affine Transformations: Analysis of the Globins,41.0,True
42,https://psb.stanford.edu/psb-online/proceedings/psb98/frydrych.pdf,"M. Frydrych, P. Silfsten, S. Parkkinen, J. Parkkinen and T. Jaaskelaine",Color Recognition with Bacteriorhodopsin,42.0,True
43,https://psb.stanford.edu/psb-online/proceedings/psb98/freund.pdf,"R. Freund, G. Paun, G. Rozenberg and A. Saloma",Bidirectional Sticker Systems,43.0,True
44,https://psb.stanford.edu/psb-online/proceedings/psb98/priese.pdf,"L. Priese, Y. Rogojine and M. Margenster",Finite H-Systems with 3 Test Tubes are not Predictable,44.0,True
45,https://psb.stanford.edu/psb-online/proceedings/psb98/schmidt.pdf,J.P. Schmid,An Information Theoretic View of Gapped and Other Alignments,45.0,True
46,https://psb.stanford.edu/psb-online/proceedings/psb98/steeg.pdf,E.W. Steeg and H. Pha,Application of a Novel and Fast Information-Theoretic Method to the Discovery of Higher-Order Correlations in Protein Databases,46.0,True
47,https://psb.stanford.edu/psb-online/proceedings/psb98/edgoose.pdf,"T. Edgoose, L. Allison and D.L. Dow",An MML Classification of Protein Structure that Knows about Angles and Sequence,47.0,True
48,https://psb.stanford.edu/psb-online/proceedings/psb98/powell.pdf,"D.R. Powell, D.L. Dowe, L. Allison and T.I. Di",Discovering Simple DNA Sequences by Compression,48.0,True
49,https://psb.stanford.edu/psb-online/proceedings/psb98/saitou.pdf,K. Saito,Self-Assembling Automata: A Model of Conformational Self-Assembly,49.0,True
50,https://psb.stanford.edu/psb-online/proceedings/psb98/strong.pdf,"S.P. Strong, R. R. de Ruyter van Steveninck, E. Bialek and R. Koberl",On the Application of Information Theory to Neural Spike Trains,50.0,True
51,https://psb.stanford.edu/psb-online/proceedings/psb98/prank.pdf,"K. Prank, C. Schöfl, L. Läer, M. Wagner, A. von Zur Mühlen, G. Brabant and F. Gabbian",Coding of Time-Varying Hormonal Signals in Intracellular Calcium Spike Trains,51.0,True
52,https://psb.stanford.edu/psb-online/proceedings/psb98/palus.pdf,"M. Palus, C. Schöfl, A. von Zur Mühlen, G. Brabant and K. Pran",Coarse-Grained Entropy Rates Quantify Fast CA2+ Dynamics Modulated by Pharmacological Stimulation,52.0,True
53,https://psb.stanford.edu/psb-online/proceedings/psb98/bousquet.pdf,"O. Bousquet, K. Balakrishnan and V. Honava",Is the Hippocampus a Kalman Filter?,53.0,True
54,https://psb.stanford.edu/psb-online/proceedings/psb98/loewenstern.pdf,"D.M. Loewenstern, H.M. Berman and H. Hirs",Maximum A Posteriori Classification of DNA Structure from Sequence Information,54.0,True
55,https://psb.stanford.edu/psb-online/proceedings/psb98/fujibuchi.pdf,"W. Fujibuchi, S. Goto, H. Migimatsu, I. Uchiyama, A. Ogiwara, Y. Akiyama and M. Kanehis",DBGET/LinkDB: an Integrated Database Retrieval System,55.0,True
56,https://psb.stanford.edu/psb-online/proceedings/psb98/schulze-kremer.pdf,S. Schulze-Kreme,Ontologies for Molecular Biology,56.0,True
57,https://psb.stanford.edu/psb-online/proceedings/psb98/fukuda.pdf,"K. Fukuda, T. Tsunoda, A. Tamura and T. Takag",Toward Information Extraction: Identifying Protein Names from Biological Papers,57.0,True
58,https://psb.stanford.edu/psb-online/proceedings/psb98/wu.pdf,C.H. Wu and S. Shivakuma,ProClass Protein Family Database: New Version with Motif Alignments,58.0,True
59,https://psb.stanford.edu/psb-online/proceedings/psb98/kolatkar.pdf,"P.R. Kolatkar, M.K. Sakharkar, C.R. Tse, B.K. Kiong, L. Wong, T.W. Tan and S. Subbia",Development of Software Tools at Bioinformatics Centre (BIC) at the National University of Singapore (NUS),59.0,True
60,https://psb.stanford.edu/psb-online/proceedings/psb98/wu_o.pdf,"O.P. Wu, K.T. Seow, L. Wong, S.Y. Chung and S. Subbia",From Sequence to Structure to Literature: The Protocol Approach to Bioinformation,60.0,True
61,https://psb.stanford.edu/psb-online/proceedings/psb98/sugawara.pdf,H. Sugawara and S. Miyazak,Towards the Asia-Pacific Bioinformatics Network,61.0,True
